id,category,level,cefr,answer,sentence_en,sentence_ko,meaning,tts_text,display_sentence,frequency,chunk_type,difficulty_axis,use_case
1099,phone_email,1,A1-A2,calendar,Check the ___ invite.,캘린더 초대를 확인해 보세요.,캘린더,Check the calendar invite.,Check the calendar invite.,high,single_word,spelling,"{""email"",""scheduling""}"
1100,phone_email,1,A1-A2,confirm,Please ___ your email address.,이메일 주소를 확인해 주세요.,확인하다,Please confirm your email address.,Please confirm your email address.,high,single_word,usage,"{""email"",""verification""}"
1101,phone_email,1,A1-A2,roaming,Turn off ___ abroad.,해외에서는 로밍을 꺼 두세요.,로밍,Turn off roaming abroad.,Turn off roaming abroad.,mid,single_word,meaning,"{""phone"",""travel""}"
1102,phone_email,1,A1-A2,spam,That looks like ___ mail.,그건 스팸 메일 같아요.,스팸,That looks like spam mail.,That looks like spam mail.,high,single_word,meaning,"{""email"",""safety""}"
1103,phone_email,1,A1-A2,notification,I got a ___ from you.,당신에게서 알림을 받았어요.,알림,I got a notification from you.,I got a notification from you.,high,single_word,spelling,"{""messaging"",""digital""}"
1104,phone_email,1,A1-A2,disconnect,Don't ___ the call.,전화 연결을 끊지 마세요.,연결을 끊다,Don't disconnect the call.,Don't disconnect the call.,mid,single_word,spelling,"{""phone"",""action""}"
1105,phone_email,1,A1-A2,upload,Can you ___ the photo?,사진을 올려 줄 수 있어요?,업로드하다,Can you upload the photo?,Can you upload the photo?,high,single_word,meaning,"{""digital"",""file_sharing""}"
1106,phone_email,1,A1-A2,signature,Add your ___ to the email.,이메일에 서명을 추가해 주세요.,서명,Add your signature to the email.,Add your signature to the email.,mid,single_word,spelling,"{""email"",""business""}"
1107,phone_email,1,A1-A2,update,I'll ___ you on the details.,자세한 내용은 알려드릴게요.,"업데이트하다, 알리다",I'll update you on the details.,I'll update you on the details.,high,single_word,usage,"{""messaging"",""work""}"
1108,phone_email,1,A1-A2,urgent,It's ___. Please call me back.,급해요. 다시 전화 주세요.,긴급한,It's urgent. Please call me back.,It's urgent. Please call me back.,high,single_word,meaning,"{""phone"",""email""}"
1109,phone_email,1,A1-A2,address,Send it to my home ___.,제 집 주소로 보내 주세요.,주소,Send it to my home address.,Send it to my home address.,high,single_word,meaning,"{""email"",""contact""}"
1110,phone_email,1,A1-A2,cut off,I think we got ___.,전화가 끊긴 것 같아요.,끊기다,I think we got cut off.,I think we got cut off.,high,phrasal_verb,usage,"{""phone"",""network""}"
1111,phone_email,1,A1-A2,put on,Can you ___ your headphones?,헤드폰을 써 줄 수 있어요?,"착용하다, 연결하다",Can you put on your headphones?,Can you put on your headphones?,high,phrasal_verb,usage,"{""phone"",""device""}"
1112,phone_email,1,A1-A2,check,Please ___ your messages.,메시지를 확인해 주세요.,확인하다,Please check your messages.,Please check your messages.,high,single_word,usage,"{""messaging"",""action""}"
1113,phone_email,1,A1-A2,silent,Put your phone on ___.,전화기를 무음으로 해 주세요.,무음,Put your phone on silent.,Put your phone on silent.,high,single_word,usage,"{""phone"",""etiquette""}"
1114,phone_email,1,A1-A2,tone,I heard the dial ___.,발신음이 들렸어요.,(전화) 발신음,I heard the dial tone.,I heard the dial tone.,mid,single_word,meaning,"{""phone"",""audio""}"
1115,phone_email,1,A1-A2,receiver,Pick up the ___.,수화기를 드세요.,수화기,Pick up the receiver.,Pick up the receiver.,mid,single_word,meaning,"{""phone"",""device""}"
1116,phone_email,1,A1-A2,screen,My phone ___ is cracked.,제 전화기 화면이 깨졌어요.,화면,My phone screen is cracked.,My phone screen is cracked.,high,single_word,meaning,"{""phone"",""device""}"
1117,phone_email,1,A1-A2,share,Can you ___ the document with me?,문서를 저와 공유해 줄 수 있어요?,공유하다,Can you share the document with me?,Can you share the document with me?,high,single_word,usage,"{""email"",""file_sharing""}"
1118,phone_email,1,A1-A2,ringtone,I like your ___.,벨소리가 마음에 들어요.,벨소리,I like your ringtone.,I like your ringtone.,mid,single_word,spelling,"{""phone"",""device""}"
1119,phone_email,1,A1-A2,emoji,She sent me a funny ___.,그녀가 웃긴 이모지를 보냈어요.,이모지,She sent me a funny emoji.,She sent me a funny emoji.,high,single_word,spelling,"{""messaging"",""casual""}"
1120,phone_email,1,A1-A2,group chat,I added you to the ___.,그룹 채팅에 추가했어요.,그룹 채팅,I added you to the group chat.,I added you to the group chat.,high,collocation,meaning,"{""messaging"",""social""}"
1121,phone_email,2,B1,get back to,I'll ___ you by Friday.,금요일까지 답변드릴게요.,나중에 답하다,I'll get back to you by Friday.,I'll get back to you by Friday.,high,phrasal_verb,usage,"{""phone"",""email""}"
1122,phone_email,2,B1,hold on,Could you ___ a second?,잠시만 기다려 주시겠어요?,"기다리다, 끊지 않다",Could you hold on a second?,Could you hold on a second?,high,phrasal_verb,usage,"{""phone"",""waiting""}"
1123,phone_email,2,B1,attach the document,I'll ___ to the email.,이메일에 문서를 첨부할게요.,문서를 첨부하다,I'll attach the document to the email.,I'll attach the document to the email.,high,collocation,usage,"{""email"",""file_sharing""}"
1124,phone_email,2,B1,the line,"Sorry, ___ is breaking up.","죄송해요, 연결이 끊겨요.",통화 연결,"Sorry, the line is breaking up.","Sorry, the line is breaking up.",high,collocation,usage,"{""phone"",""network""}"
1125,phone_email,2,B1,reach,What's the best way to ___ you?,어떻게 연락드리는 게 가장 좋을까요?,연락하다,What's the best way to reach you?,What's the best way to reach you?,high,single_word,usage,"{""contact"",""business""}"
1126,phone_email,2,B1,cc,Please ___ my manager on this.,이 건에 제 매니저도 참조로 넣어 주세요.,참조로 넣다,Please cc my manager on this.,Please cc my manager on this.,high,single_word,usage,"{""email"",""business""}"
1127,phone_email,2,B1,voicemail,Leave a ___ if I don't pick up.,안 받으면 음성 메시지 남겨 주세요.,음성 메시지,Leave a voicemail if I don't pick up.,Leave a voicemail if I don't pick up.,high,single_word,meaning,"{""phone"",""voicemail""}"
1128,phone_email,2,B1,hang up on,"Don't ___ me, please.",제발 전화 끊지 마세요.,전화를 끊다,"Don't hang up on me, please.","Don't hang up on me, please.",high,phrasal_verb,usage,"{""phone"",""conversation""}"
1129,phone_email,2,B1,call back,I'll ___ in ten minutes.,10분 뒤에 다시 전화할게요.,다시 전화하다,I'll call back in ten minutes.,I'll call back in ten minutes.,high,phrasal_verb,usage,"{""phone"",""scheduling""}"
1130,phone_email,2,B1,put me through,Could you ___ to sales?,영업부로 연결해 주시겠어요?,연결해 주다,Could you put me through to sales?,Could you put me through to sales?,high,phrasal_verb,usage,"{""phone"",""business""}"
1131,phone_email,2,B1,get through,I couldn't ___ to the office.,사무실에 전화 연결이 안 됐어요.,전화가 연결되다,I couldn't get through to the office.,I couldn't get through to the office.,high,phrasal_verb,usage,"{""phone"",""troubleshooting""}"
1132,phone_email,2,B1,reply all,Please don't ___ by mistake.,실수로 전체 답장하지 마세요.,전체 답장하다,Please don't reply all by mistake.,Please don't reply all by mistake.,high,collocation,usage,"{""email"",""etiquette""}"
1133,phone_email,2,B1,touch base,I'll ___ with you by email.,이메일로 잠깐 연락드릴게요.,간단히 연락하다,I'll touch base with you by email.,I'll touch base with you by email.,high,collocation,usage,"{""email"",""business""}"
1134,phone_email,2,B1,follow-up email,I'm sending a ___.,후속 이메일을 보냅니다.,후속 이메일,I'm sending a follow-up email.,I'm sending a follow-up email.,high,collocation,usage,"{""email"",""business""}"
1135,phone_email,2,B1,speaking,"Hello, Mina ___.","여보세요, 미나입니다.",(전화에서) 접니다,"Hello, Mina speaking.","Hello, Mina speaking.",high,single_word,usage,"{""phone"",""introduction""}"
1136,phone_email,2,B1,leave a message,Can I ___ for her?,그녀에게 메시지 남겨도 될까요?,메시지를 남기다,Can I leave a message for her?,Can I leave a message for her?,high,collocation,usage,"{""phone"",""voicemail""}"
1137,phone_email,2,B1,on another line,She's ___ right now.,그녀는 지금 다른 전화를 받고 있어요.,다른 전화를 받는 중인,She's on another line right now.,She's on another line right now.,high,sentence_frame,usage,"{""phone"",""status""}"
1138,phone_email,2,B1,pick up,Please ___ if you're free.,시간 되면 전화 받아 주세요.,전화를 받다,Please pick up if you're free.,Please pick up if you're free.,high,phrasal_verb,usage,"{""phone"",""action""}"
1139,phone_email,2,B1,a reminder,I'll send you ___.,알림 메시지를 보내드릴게요.,상기시켜 주는 메시지,I'll send you a reminder.,I'll send you a reminder.,high,collocation,usage,"{""email"",""scheduling""}"
1140,phone_email,2,B1,set up a call,Let's ___ for Tuesday.,화요일로 통화를 잡아요.,통화를 잡다,Let's set up a call for Tuesday.,Let's set up a call for Tuesday.,high,collocation,usage,"{""phone"",""scheduling""}"
1141,phone_email,2,B1,breaking up,You're ___; I can't hear you.,"소리가 끊겨요, 잘 안 들려요.",(통화가) 끊기는,You're breaking up; I can't hear you.,You're breaking up; I can't hear you.,high,phrasal_verb,usage,"{""phone"",""network""}"
1142,phone_email,2,B1,on speaker,"You're ___, so everyone can hear.",스피커폰이라 다들 들을 수 있어요.,스피커폰으로,"You're on speaker, so everyone can hear.","You're on speaker, so everyone can hear.",high,collocation,usage,"{""phone"",""meeting""}"
1143,phone_email,2,B1,got cut off,We ___ during the call.,통화 중에 연결이 끊겼어요.,연결이 끊겼다,We got cut off during the call.,We got cut off during the call.,high,phrasal_verb,usage,"{""phone"",""network""}"
1144,phone_email,2,B1,flag the email,Please ___ as urgent.,그 이메일을 긴급으로 표시해 주세요.,이메일을 표시하다,Please flag the email as urgent.,Please flag the email as urgent.,mid,collocation,usage,"{""email"",""work""}"
1145,phone_email,2,B1,loop me in,Please ___ on that thread.,그 메일 스레드에 저도 넣어 주세요.,나도 참여시키다,Please loop me in on that thread.,Please loop me in on that thread.,high,phrasal_verb,usage,"{""email"",""work""}"
1146,phone_email,2,B1,unsubscribe,Click here to ___.,수신 거부하려면 여기를 클릭하세요.,수신 거부하다,Click here to unsubscribe.,Click here to unsubscribe.,high,single_word,spelling,"{""email"",""digital""}"
1147,phone_email,2,B1,schedule a meeting,Let's ___ for next week.,다음 주에 미팅을 잡아요.,미팅을 일정에 잡다,Let's schedule a meeting for next week.,Let's schedule a meeting for next week.,high,collocation,usage,"{""email"",""scheduling""}"
1148,phone_email,2,B1,out of office,I'll be ___ this week.,이번 주에는 부재 중이에요.,사무실 부재 중,I'll be out of office this week.,I'll be out of office this week.,high,sentence_frame,usage,"{""email"",""work""}"
1149,phone_email,2,B1,return your call,I'll ___ as soon as I can.,최대한 빨리 전화드릴게요.,전화를 다시 드리다,I'll return your call as soon as I can.,I'll return your call as soon as I can.,high,collocation,usage,"{""phone"",""business""}"
1150,phone_email,2,B1,missed your call,"Sorry, I ___.","죄송해요, 전화를 못 받았어요.",전화를 놓치다,"Sorry, I missed your call.","Sorry, I missed your call.",high,collocation,usage,"{""phone"",""apology""}"
1151,phone_email,2,B1,put on hold,You've been ___ by the operator.,교환원이 당신을 대기 상태로 연결했어요.,대기 상태로 두다,You've been put on hold by the operator.,You've been put on hold by the operator.,high,phrasal_verb,usage,"{""phone"",""waiting""}"
1152,phone_email,2,B1,forward the email,Can you ___ to the team?,팀에 이메일을 전달해 줄 수 있어요?,이메일을 전달하다,Can you forward the email to the team?,Can you forward the email to the team?,high,collocation,usage,"{""email"",""sharing""}"
1153,phone_email,2,B1,keep in touch,Let's ___ after the project.,프로젝트 끝난 후에도 연락하고 지내요.,연락을 유지하다,Let's keep in touch after the project.,Let's keep in touch after the project.,high,collocation,usage,"{""contact"",""social""}"
1154,phone_email,2,B1,mute yourself,Please ___ when you're not talking.,말할 때 외에는 마이크를 꺼 주세요.,마이크를 끄다,Please mute yourself when you're not talking.,Please mute yourself when you're not talking.,high,collocation,usage,"{""phone"",""meeting""}"
1155,phone_email,2,B1,transfer the call,I'll ___ to the manager.,매니저에게 전화를 돌려 드릴게요.,전화를 돌리다,I'll transfer the call to the manager.,I'll transfer the call to the manager.,high,collocation,usage,"{""phone"",""business""}"
1156,phone_email,2,B1,send me a link,Could you ___?,링크 좀 보내 주실 수 있어요?,링크를 보내다,Could you send me a link?,Could you send me a link?,high,collocation,usage,"{""digital"",""sharing""}"
1157,phone_email,2,B1,spam folder,Check your ___ if you didn't get it.,받지 못했다면 스팸함을 확인해 보세요.,스팸함,Check your spam folder if you didn't get it.,Check your spam folder if you didn't get it.,high,collocation,usage,"{""email"",""troubleshooting""}"
1158,phone_email,2,B1,respond to,I'll ___ your inquiry by tomorrow.,내일까지 문의에 답변드릴게요.,~에 응답하다,I'll respond to your inquiry by tomorrow.,I'll respond to your inquiry by tomorrow.,high,phrasal_verb,usage,"{""email"",""business""}"
1159,phone_email,2,B1,confirm receipt,Please ___ of this email.,이 이메일을 받으셨다고 확인해 주세요.,수신을 확인하다,Please confirm receipt of this email.,Please confirm receipt of this email.,high,collocation,usage,"{""email"",""business""}"
1160,phone_email,2,B1,phone tag,We've been playing ___ all week.,우리 일주일 내내 전화가 계속 엇갈렸어요.,전화가 엇갈림,We've been playing phone tag all week.,We've been playing phone tag all week.,mid,idiom,meaning,"{""phone"",""daily""}"
1161,phone_email,2,B1,Drop me a text,___ when you arrive.,도착하면 문자 남겨 줘요.,문자를 보내다,Drop me a text when you arrive.,Drop me a text when you arrive.,high,collocation,usage,"{""messaging"",""casual""}"
1162,phone_email,2,B1,connect on,Let's ___ LinkedIn.,링크드인으로 연결해요.,~에서 연결하다,Let's connect on LinkedIn.,Let's connect on LinkedIn.,high,collocation,usage,"{""digital"",""business""}"
1163,phone_email,2,B1,bounced back,My email ___; the address is wrong.,이메일이 반송됐어요. 주소가 잘못됐어요.,(이메일이) 반송됐다,My email bounced back; the address is wrong.,My email bounced back; the address is wrong.,mid,phrasal_verb,usage,"{""email"",""troubleshooting""}"
1164,phone_email,2,B1,return missed calls,I need to ___ from today.,오늘 놓친 전화를 다시 걸어야 해요.,부재중 전화에 답하다,I need to return missed calls from today.,I need to return missed calls from today.,mid,collocation,usage,"{""phone"",""work""}"
1165,phone_email,2,B1,read between the lines,You have to ___ in his email.,그의 이메일을 행간을 읽어야 해요.,행간을 읽다,You have to read between the lines in his email.,You have to read between the lines in his email.,mid,idiom,meaning,"{""email"",""communication""}"
1166,phone_email,2,B1,give me a call,"When you're free, ___.",시간 나면 전화 주세요.,전화하다,"When you're free, give me a call.","When you're free, give me a call.",high,collocation,usage,"{""phone"",""casual""}"
1167,phone_email,2,B1,check your voicemail,Please ___ when you get a chance.,시간 나면 음성 메시지 확인해 주세요.,음성 메시지를 확인하다,Please check your voicemail when you get a chance.,Please check your voicemail when you get a chance.,high,collocation,usage,"{""phone"",""action""}"
1168,phone_email,2,B1,on a call,He's ___ right now.,그는 지금 통화 중이에요.,통화 중인,He's on a call right now.,He's on a call right now.,high,collocation,usage,"{""phone"",""status""}"
1169,phone_email,2,B1,write back,I'll ___ as soon as I can.,최대한 빨리 답장할게요.,답장하다,I'll write back as soon as I can.,I'll write back as soon as I can.,high,phrasal_verb,usage,"{""email"",""response""}"
1170,phone_email,2,B1,conference call,We have a ___ at two.,두 시에 화상 통화가 있어요.,전화 회의,We have a conference call at two.,We have a conference call at two.,high,collocation,usage,"{""phone"",""work""}"
1171,phone_email,2,B1,dial in,You can ___ from any phone.,아무 전화기에서나 접속할 수 있어요.,전화로 접속하다,You can dial in from any phone.,You can dial in from any phone.,high,phrasal_verb,usage,"{""phone"",""meeting""}"
1172,phone_email,2,B1,let you know,I'll ___ as soon as I hear back.,소식 오면 바로 알려드릴게요.,알려주다,I'll let you know as soon as I hear back.,I'll let you know as soon as I hear back.,high,collocation,usage,"{""email"",""work""}"
1173,phone_email,2,B1,heads up,Just a ___ — the meeting is moved.,"미리 알려드리자면, 미팅이 변경됐어요.",사전 알림,Just a heads up — the meeting is moved.,Just a heads up — the meeting is moved.,high,collocation,meaning,"{""email"",""work""}"
1174,phone_email,2,B1,attached,Please find the report ___ below.,아래에 첨부된 보고서를 확인해 주세요.,첨부된,Please find the report attached below.,Please find the report attached below.,high,single_word,usage,"{""email"",""business""}"
1175,phone_email,2,B1,Best regards,"___, Mina","감사합니다, 미나 드림",이메일 마무리 인사,"Best regards, Mina","Best regards, Mina",high,sentence_frame,usage,"{""email"",""business""}"
1176,phone_email,2,B1,put you on hold,"Sorry, I have to ___.","죄송해요, 잠시 대기시켜 드려야 해요.",대기시키다,"Sorry, I have to put you on hold.","Sorry, I have to put you on hold.",high,phrasal_verb,usage,"{""phone"",""waiting""}"
1177,phone_email,2,B1,call waiting,I have ___ right now.,지금 다른 전화가 기다리고 있어요.,통화 대기,I have call waiting right now.,I have call waiting right now.,mid,collocation,meaning,"{""phone"",""status""}"
1178,phone_email,2,B1,three-way call,Let's do a ___ with the client.,고객과 삼자 통화를 합시다.,삼자 통화,Let's do a three-way call with the client.,Let's do a three-way call with the client.,mid,collocation,usage,"{""phone"",""business""}"
1179,phone_email,2,B1,pass the message,Can you ___ to him?,그에게 메시지 전달해 줄 수 있어요?,메시지를 전달하다,Can you pass the message to him?,Can you pass the message to him?,high,collocation,usage,"{""phone"",""messaging""}"
1180,phone_email,2,B1,call screening,My phone does ___ automatically.,제 전화기가 자동으로 전화 필터링을 해요.,전화 필터링,My phone does call screening automatically.,My phone does call screening automatically.,mid,collocation,meaning,"{""phone"",""digital""}"
1181,phone_email,2,B1,ring back,I'll ___ later if I miss you.,못 받으면 나중에 다시 전화할게요.,다시 전화하다,I'll ring back later if I miss you.,I'll ring back later if I miss you.,high,phrasal_verb,usage,"{""phone"",""casual""}"
1182,phone_email,2,B1,out of service,That number is ___ now.,그 번호는 지금 사용 불가예요.,사용 불가,That number is out of service now.,That number is out of service now.,mid,sentence_frame,usage,"{""phone"",""status""}"
1183,phone_email,2,B1,mark as read,Did you ___ all the emails?,모든 이메일을 읽음으로 표시했어요?,읽음으로 표시하다,Did you mark as read all the emails?,Did you mark all the emails as read?,high,collocation,usage,"{""email"",""action""}"
1184,phone_email,2,B1,on mute,You're ___; we can't hear you.,"음소거 상태예요, 들리지 않아요.",음소거 상태인,You're on mute; we can't hear you.,You're on mute; we can't hear you.,high,collocation,usage,"{""phone"",""meeting""}"
1185,phone_email,2,B1,inbox zero,I finally hit ___ today.,오늘 드디어 받은 편지함을 다 비웠어요.,이메일 받은 함을 완전히 처리한 상태,I finally hit inbox zero today.,I finally hit inbox zero today.,mid,collocation,meaning,"{""email"",""work""}"
1186,phone_email,2,B1,active listener,She's such a great ___ on calls.,그녀는 통화할 때 정말 잘 들어줘요.,적극적인 청취자,She's such a great active listener on calls.,She's such a great active listener on calls.,mid,collocation,meaning,"{""phone"",""communication""}"
1187,phone_email,2,B1,bcc,I'll ___ you on the email.,이메일에 숨은 참조로 넣을게요.,숨은 참조로 넣다,I'll bcc you on the email.,I'll bcc you on the email.,mid,single_word,meaning,"{""email"",""business""}"
1188,phone_email,2,B1,subscribe,Do you want to ___ to the newsletter?,뉴스레터를 구독하시겠어요?,구독하다,Do you want to subscribe to the newsletter?,Do you want to subscribe to the newsletter?,high,single_word,spelling,"{""email"",""digital""}"
1189,phone_email,2,B1,international roaming,Turn off ___ to save money.,돈을 아끼려면 국제 로밍을 꺼 두세요.,국제 로밍,Turn off international roaming to save money.,Turn off international roaming to save money.,mid,collocation,meaning,"{""phone"",""travel""}"
1190,phone_email,2,B1,wrong email address,I think you have the ___.,이메일 주소가 잘못된 것 같아요.,잘못된 이메일 주소,I think you have the wrong email address.,I think you have the wrong email address.,high,collocation,usage,"{""email"",""error""}"
1191,phone_email,3,B2-C1,drop a line,Feel free to ___ anytime.,언제든 편하게 연락 주세요.,짧게 연락하다,Feel free to drop a line anytime.,Feel free to drop a line anytime.,high,idiom,meaning,"{""contact"",""casual""}"
1192,phone_email,3,B2-C1,loop in,Please ___ the design team.,디자인 팀도 포함시켜 주세요.,논의에 포함시키다,Please loop in the design team.,Please loop in the design team.,high,phrasal_verb,usage,"{""email"",""work""}"
1193,phone_email,3,B2-C1,follow up on,I'm writing to ___ my last email.,지난 이메일 관련해 다시 연락드립니다.,후속 연락하다,I'm writing to follow up on my last email.,I'm writing to follow up on my last email.,high,phrasal_verb,usage,"{""email"",""business""}"
1194,phone_email,3,B2-C1,for your reference,I'm sending the report ___.,참고하시라고 보고서를 보냅니다.,참고용으로,I'm sending the report for your reference.,I'm sending the report for your reference.,high,sentence_frame,usage,"{""email"",""business""}"
1195,phone_email,3,B2-C1,at your earliest convenience,Please reply ___.,가능한 한 빨리 회신 부탁드립니다.,가급적 빨리,Please reply at your earliest convenience.,Please reply at your earliest convenience.,high,sentence_frame,usage,"{""email"",""business""}"
1196,phone_email,3,B2-C1,keep this brief,I'll ___ since you're busy.,바쁘실 테니 간단히 하겠습니다.,간단히 하다,I'll keep this brief since you're busy.,I'll keep this brief since you're busy.,high,sentence_frame,usage,"{""phone"",""business""}"
1197,phone_email,3,B2-C1,circle back,Let's ___ on this later.,이건 나중에 다시 얘기해요.,나중에 다시 연락하다,Let's circle back on this later.,Let's circle back on this later.,high,phrasal_verb,usage,"{""phone"",""email""}"
1198,phone_email,3,B2-C1,circle back via email,I'll ___ tomorrow.,내일 이메일로 다시 연락드릴게요.,이메일로 다시 연락하다,I'll circle back via email tomorrow.,I'll circle back via email tomorrow.,high,sentence_frame,usage,"{""email"",""work""}"
1199,phone_email,3,B2-C1,Per my last email,"___, the deadline is Friday.",지난 메일에서 말씀드렸듯 마감은 금요일이에요.,지난 이메일에서 언급했듯,"Per my last email, the deadline is Friday.","Per my last email, the deadline is Friday.",high,sentence_frame,usage,"{""email"",""business""}"
1200,phone_email,3,B2-C1,reach out to,I'll ___ the vendor today.,오늘 업체에 연락해 볼게요.,연락을 취하다,I'll reach out to the vendor today.,I'll reach out to the vendor today.,high,phrasal_verb,usage,"{""email"",""business""}"
1201,phone_email,3,B2-C1,await your reply,I'll ___.,답신 기다리겠습니다.,답을 기다리다,I'll await your reply.,I'll await your reply.,high,sentence_frame,usage,"{""email"",""business""}"
1202,phone_email,3,B2-C1,a quick word,Do you have time for ___?,잠깐 얘기할 시간 있어요?,짧은 대화,Do you have time for a quick word?,Do you have time for a quick word?,high,collocation,usage,"{""phone"",""casual""}"
1203,phone_email,3,B2-C1,get the message across,I hope I ___ clearly.,제 뜻이 분명히 전달됐길 바라요.,뜻을 전달하다,I hope I get the message across clearly.,I hope I get the message across clearly.,high,idiom,meaning,"{""communication"",""email""}"
1204,phone_email,3,B2-C1,ping,I'll ___ you on the app.,앱으로 연락 한번 할게요.,간단히 연락하다,I'll ping you on the app.,I'll ping you on the app.,high,single_word,usage,"{""messaging"",""digital""}"
1205,phone_email,3,B2-C1,keep me posted,Please ___ on the progress.,진행 상황을 계속 알려 주세요.,계속 알려 주다,Please keep me posted on the progress.,Please keep me posted on the progress.,high,idiom,usage,"{""email"",""work""}"
1206,phone_email,3,B2-C1,a paper trail,Let's keep ___ of this.,이건 기록으로 남겨 둡시다.,문서 기록,Let's keep a paper trail of this.,Let's keep a paper trail of this.,mid,idiom,meaning,"{""email"",""business""}"
1207,phone_email,3,B2-C1,touch upon,I'll ___ this in my email.,이메일에서 이 점을 짚을게요.,간단히 언급하다,I'll touch upon this in my email.,I'll touch upon this in my email.,mid,phrasal_verb,usage,"{""email"",""business""}"
1208,phone_email,3,B2-C1,With reference to,"___ your inquiry, here's the answer.",문의하신 건에 관해 답변드립니다.,~에 관하여,"With reference to your inquiry, here's the answer.","With reference to your inquiry, here's the answer.",high,sentence_frame,usage,"{""email"",""business""}"
1209,phone_email,3,B2-C1,a cold email,I sent her ___ about a job.,저는 그녀에게 일자리 관련 콜드 메일을 보냈어요.,무작정 보내는 첫 이메일,I sent her a cold email about a job.,I sent her a cold email about a job.,mid,collocation,meaning,"{""email"",""job_search""}"
1210,phone_email,3,B2-C1,get hold of,I couldn't ___ him all day.,하루 종일 그와 연락이 안 됐어요.,연락이 닿다,I couldn't get hold of him all day.,I couldn't get hold of him all day.,high,phrasal_verb,usage,"{""phone"",""contact""}"
1211,phone_email,3,B2-C1,a read receipt,I requested ___.,읽음 확인을 요청했어요.,읽음 확인,I requested a read receipt.,I requested a read receipt.,mid,collocation,meaning,"{""email"",""digital""}"
1212,phone_email,3,B2-C1,touch base offline,Let's ___ about this.,이건 따로 직접 만나 얘기해요.,따로 직접 만나 의논하다,Let's touch base offline about this.,Let's touch base offline about this.,mid,sentence_frame,usage,"{""business"",""meeting""}"
1213,phone_email,3,B2-C1,out of the loop,I've been ___ on this project.,저는 이 프로젝트 관련 소식을 못 듣고 있었어요.,소식을 못 듣는,I've been out of the loop on this project.,I've been out of the loop on this project.,high,idiom,meaning,"{""email"",""work""}"
1214,phone_email,3,B2-C1,on the same page,Let's confirm we're ___ before the call.,전화 전에 우리가 같은 이해를 하고 있는지 확인해요.,같은 인식을 가진,Let's confirm we're on the same page before the call.,Let's confirm we're on the same page before the call.,high,idiom,meaning,"{""phone"",""work""}"
1215,phone_email,3,B2-C1,raise a red flag,That email should ___ for you.,그 이메일은 경계 신호가 돼야 해요.,경계 신호를 올리다,That email should raise a red flag for you.,That email should raise a red flag for you.,mid,idiom,meaning,"{""email"",""safety""}"
1216,phone_email,3,B2-C1,take it offline,Let's ___ and discuss later.,나중에 따로 이야기합시다.,따로 이야기하다,Let's take it offline and discuss later.,Let's take it offline and discuss later.,high,phrasal_verb,usage,"{""business"",""meeting""}"
1217,phone_email,3,B2-C1,be in touch,I'll ___ once I have an update.,업데이트가 생기면 연락드릴게요.,연락하다,I'll be in touch once I have an update.,I'll be in touch once I have an update.,high,sentence_frame,usage,"{""email"",""business""}"
1218,phone_email,3,B2-C1,put it in writing,Please ___ before we move forward.,진행하기 전에 서면으로 남겨 주세요.,서면으로 기록하다,Please put it in writing before we move forward.,Please put it in writing before we move forward.,high,phrasal_verb,usage,"{""email"",""business""}"
1219,phone_email,3,B2-C1,actionable,Please make your email ___.,이메일을 실행 가능하게 작성해 주세요.,실행 가능한,Please make your email actionable.,Please make your email actionable.,mid,single_word,meaning,"{""email"",""business""}"
1220,phone_email,3,B2-C1,escalate the issue,"If it's urgent, we can ___.",긴급하다면 문제를 윗선으로 올릴 수 있어요.,문제를 상위 단계로 올리다,"If it's urgent, we can escalate the issue.","If it's urgent, we can escalate the issue.",mid,collocation,usage,"{""email"",""business""}"
1221,phone_email,3,B2-C1,in the subject line,Please mention the project ___.,제목란에 프로젝트를 언급해 주세요.,제목란에,Please mention the project in the subject line.,Please mention the project in the subject line.,high,sentence_frame,usage,"{""email"",""composition""}"
1222,phone_email,3,B2-C1,do a quick sync,Can we ___ before the meeting?,미팅 전에 짧게 통화 맞춰볼 수 있어요?,빠르게 상황 공유하다,Can we do a quick sync before the meeting?,Can we do a quick sync before the meeting?,high,collocation,usage,"{""phone"",""work""}"
1223,phone_email,3,B2-C1,misread the tone,I think I ___ of her email.,그녀의 이메일 어조를 잘못 읽은 것 같아요.,어조를 잘못 파악하다,I think I misread the tone of her email.,I think I misread the tone of her email.,mid,collocation,usage,"{""email"",""communication""}"
1224,phone_email,3,B2-C1,sign off on,The manager needs to ___ this email.,매니저가 이 이메일을 승인해야 해요.,승인하다,The manager needs to sign off on this email.,The manager needs to sign off on this email.,high,phrasal_verb,usage,"{""email"",""business""}"
1225,phone_email,3,B2-C1,thread,Check the email ___ for context.,맥락을 파악하려면 이메일 스레드를 확인하세요.,이메일 스레드,Check the email thread for context.,Check the email thread for context.,high,single_word,meaning,"{""email"",""work""}"
1226,phone_email,3,B2-C1,on the record,I'm sending this email to keep things ___.,기록을 남기기 위해 이 이메일을 보내요.,공식적으로 기록된,I'm sending this email to keep things on the record.,I'm sending this email to keep things on the record.,mid,idiom,meaning,"{""email"",""business""}"
1227,phone_email,3,B2-C1,in the loop,I want to keep you ___.,계속 소식을 알려드리고 싶어요.,정보를 공유받는,I want to keep you in the loop.,I want to keep you in the loop.,high,idiom,meaning,"{""email"",""work""}"
